"","dnaN_pro","purL_pro","ftsY_pro","PMED4_00121_pro","gap2_pro","accB_pro","PMED4_00311_pro","DHSS_pro","guaA_pro","alaS_pro","ndk_pro","gatB_pro","PMED4_00551_pro","PMED4_00601_pro","accC_pro","PMED4_00651_pro","PMED4_00771_pro","pgm_pro","PMED4_01021_pro","crtQ_pro","PMED4_01301_pro","rpaA_pro","rpaB_pro","PMED4_01481_pro","ndhD_pro","ndhI_pro","gltA_pro","cysC_pro","PMED4_01751_pro","nadC_pro","thdF_pro","pgk_pro","rplJ_pro","rplK_pro","nusG_pro","eno_pro","trxB_pro","PMED4_02201_pro","psbA_pro","aroC_pro","ftsH2_pro","cysD_pro","psbO_pro","ileS_pro","thy1_pro","dcd_pro","glyA_pro","amt1_pro","PMED4_02781_pro","hisB_pro","fabI_pro","PMED4_02941_pro","psbE_pro","psbL_pro","PMED4_03061_pro","metK_pro","rps1a, rpsA1_pro","minE_pro","minD_pro","petB_pro","PMED4_03341_pro","psaE_pro","PMED4_03371_pro","PMED4_03501_pro","PMED4_03911_pro","PMED4_03941_pro","spnII-interrupted-C_pro","lrtA_pro","PMED4_04441_pro","cysK1_pro","rpsD_pro","PMED4_04601_pro","topA_pro","fabG_pro","ppx_pro","PMED4_05061_pro","petC_pro","psaF_pro","gltX_pro","rplS_pro","PMED4_05281_pro","hflC_pro","cxp_pro","PMED4_05451_pro","purA_pro","psb27_pro","proS_pro","gpmB_pro","tal_pro","frr_pro","ilvH_pro","rps1b, rpsA2, nbp1_pro","PMED4_05811_pro","chlL_pro","chlB_pro","chlN_pro","ccmK_pro","rbcL_pro","rbcS_pro","csoS2_pro","hisG_pro","PMED4_06251_pro","PMED4_06261_pro","hemE_pro","glgB_pro","proA_pro","trpS_pro","sds_pro","acs_pro","PMED4_06911_pro","PMED4_07151_pro","nrdJ_pro","aroB_pro","PMED4_07841_pro","PMED4_07981_pro","PMED4_08091_pro","PMED4_08181_pro","PMED4_08261_pro","PMED4_08271_pro","PMED4_08281_pro","rpsB_pro","sir_pro","chlP_pro","typA_pro","rpe_pro","glpX_pro","hemA_pro","glgC_pro","gnd_pro","PMED4_08621_pro","PMED4_08661_pro","cbbA_pro","prkB_pro","PMED4_08831_pro","PMED4_08901_pro","carB_pro","tpi_pro","chlH_pro","mfd_pro","PNIL34,AT103_pro","PMED4_09741_pro","metG_pro","pheT_pro","metH_pro","ilvE_pro","PMED4_09941_pro","PMED4_09971_pro","leuS_pro","pgi_pro","argC_pro","PMED4_10051_pro","dnaK_pro","rpmB_pro","psaK_pro","Dxs_pro","pykF_pro","glnA_pro","psb28_pro","pdhB_pro","PMED4_10521_pro","rpsO_pro","gatA_pro","PMED4_10621_pro","ureC_pro","rpsU_pro","PMED4_11181_pro","PMED4_11211_pro","purT_pro","btuE_pro","PMED4_11351_pro","PMED4_11871_pro","chlI_pro","trxA_pro","guaB_pro","gyrA_pro","ispA_pro","PMED4_12191_pro","zwf_pro","PMED4_12251_pro","prsA_pro","cad_pro","psbP_pro","srmB_pro","pdxJ_pro","PMED4_12571_pro","PMED4_12591_pro","pntB_pro","pntA_pro","PMED4_13161_pro","psbD_pro","psbC_pro","glyQ_pro","PMED4_13301_pro","PMED4_13311_pro","isiB_pro","sppA_pro","PMED4_13501_pro","PMED4_13521_pro","rpsN_pro","pnp_pro","PMED4_13651_pro","PMED4_13771_pro","PMED4_13781_pro","gmhA_pro","rfaE_pro","PMED4_13961_pro","PMED4_13971_pro","adhC_pro","PMED4_14001_pro","PMED4_14011_pro","hetA_pro","PMED4_14111_pro","PMED4_14121_pro","PMED4_14241_pro","argF_pro","PMED4_14301_pro","pheS_pro","phoH_pro","ffh_pro","PMED4_14531_pro","trpC_pro","lpd_pro","ftsZ_pro","panB_pro","PMED4_14801_pro","PMED4_14811_pro","ilvC_pro","himA_pro","PMED4_14941_pro","PMED4_14981_pro","pepB_pro","lpxA_pro","fabZ_pro","PMED4_15061_pro","nblS_pro","rpmA_pro","PMED4_15181_pro","serA_pro","PMED4_16171_pro","pyrR_pro","groEL_pro","groES_pro","atpD_pro","atpC_e_pro","atpA_pro","atpH_pro","atpG_pro","atpE_pro","glnB_pro","BioA_pro","PMED4_16891_pro","rpoC2_pro","rpoB_pro","rpsT_pro","nusA_pro","PMED4_17101_pro","rne_pro","rpsJ_pro","fusA_pro","rpsL_pro","gltB_pro","psaL_pro","psaB_pro","psaA_pro","rplQ_pro","rpoA_pro","rpsK_pro","rpsM_pro","adk_pro","rplO_pro","rpsE_pro","rplF_pro","rpsH_pro","rplE_pro","rpsQ_pro","rplP_pro","rplV_pro","rpsS_pro","rplB_pro","rplC_pro","recA_pro","PMED4_17781_pro","rnd_pro","icd_pro","glgP_pro","psaC_pro","acpP_pro","tktA_pro","thiC_pro","lysS_pro","PMED4_18291_pro","mreB_pro","ssb_pro","sam1_pro","mgtE_pro","gyrB_pro","secA_pro","PMED4_18601_pro","PMED4_18621_pro","asd_pro","tig_pro","clpP2_pro","clpX_pro","rplT_pro","sqdB_pro","dnaB_pro","aspS_pro","aroE_pro","argG_pro","uvrA_pro","PMED4_19261_pro","thrC_pro","dnaN_mRNA","purL_mRNA","ftsY_mRNA","PMED4_00121_mRNA","gap2_mRNA","accB_mRNA","PMED4_00311_mRNA","DHSS_mRNA","guaA_mRNA","alaS_mRNA","ndk_mRNA","gatB_mRNA","PMED4_00551_mRNA","PMED4_00601_mRNA","accC_mRNA","PMED4_00651_mRNA","PMED4_00771_mRNA","pgm_mRNA","PMED4_01021_mRNA","crtQ_mRNA","PMED4_01301_mRNA","rpaA_mRNA","rpaB_mRNA","PMED4_01481_mRNA","ndhD_mRNA","ndhI_mRNA","gltA_mRNA","cysC_mRNA","PMED4_01751_mRNA","nadC_mRNA","thdF_mRNA","pgk_mRNA","rplJ_mRNA","rplK_mRNA","nusG_mRNA","eno_mRNA","trxB_mRNA","PMED4_02201_mRNA","psbA_mRNA","aroC_mRNA","ftsH2_mRNA","cysD_mRNA","psbO_mRNA","ileS_mRNA","thy1_mRNA","dcd_mRNA","glyA_mRNA","amt1_mRNA","PMED4_02781_mRNA","hisB_mRNA","fabI_mRNA","PMED4_02941_mRNA","psbE_mRNA","psbL_mRNA","PMED4_03061_mRNA","metK_mRNA","rps1a, rpsA1_mRNA","minE_mRNA","minD_mRNA","petB_mRNA","PMED4_03341_mRNA","psaE_mRNA","PMED4_03371_mRNA","PMED4_03501_mRNA","PMED4_03911_mRNA","PMED4_03941_mRNA","spnII-interrupted-C_mRNA","lrtA_mRNA","PMED4_04441_mRNA","cysK1_mRNA","rpsD_mRNA","PMED4_04601_mRNA","topA_mRNA","fabG_mRNA","ppx_mRNA","PMED4_05061_mRNA","petC_mRNA","psaF_mRNA","gltX_mRNA","rplS_mRNA","PMED4_05281_mRNA","hflC_mRNA","cxp_mRNA","PMED4_05451_mRNA","purA_mRNA","psb27_mRNA","proS_mRNA","gpmB_mRNA","tal_mRNA","frr_mRNA","ilvH_mRNA","rps1b, rpsA2, nbp1_mRNA","PMED4_05811_mRNA","chlL_mRNA","chlB_mRNA","chlN_mRNA","ccmK_mRNA","rbcL_mRNA","rbcS_mRNA","csoS2_mRNA","hisG_mRNA","PMED4_06251_mRNA","PMED4_06261_mRNA","hemE_mRNA","glgB_mRNA","proA_mRNA","trpS_mRNA","sds_mRNA","acs_mRNA","PMED4_06911_mRNA","PMED4_07151_mRNA","nrdJ_mRNA","aroB_mRNA","PMED4_07841_mRNA","PMED4_07981_mRNA","PMED4_08091_mRNA","PMED4_08181_mRNA","PMED4_08261_mRNA","PMED4_08271_mRNA","PMED4_08281_mRNA","rpsB_mRNA","sir_mRNA","chlP_mRNA","typA_mRNA","rpe_mRNA","glpX_mRNA","hemA_mRNA","glgC_mRNA","gnd_mRNA","PMED4_08621_mRNA","PMED4_08661_mRNA","cbbA_mRNA","prkB_mRNA","PMED4_08831_mRNA","PMED4_08901_mRNA","carB_mRNA","tpi_mRNA","chlH_mRNA","mfd_mRNA","PNIL34,AT103_mRNA","PMED4_09741_mRNA","metG_mRNA","pheT_mRNA","metH_mRNA","ilvE_mRNA","PMED4_09941_mRNA","PMED4_09971_mRNA","leuS_mRNA","pgi_mRNA","argC_mRNA","PMED4_10051_mRNA","dnaK_mRNA","rpmB_mRNA","psaK_mRNA","Dxs_mRNA","pykF_mRNA","glnA_mRNA","psb28_mRNA","pdhB_mRNA","PMED4_10521_mRNA","rpsO_mRNA","gatA_mRNA","PMED4_10621_mRNA","ureC_mRNA","rpsU_mRNA","PMED4_11181_mRNA","PMED4_11211_mRNA","purT_mRNA","btuE_mRNA","PMED4_11351_mRNA","PMED4_11871_mRNA","chlI_mRNA","trxA_mRNA","guaB_mRNA","gyrA_mRNA","ispA_mRNA","PMED4_12191_mRNA","zwf_mRNA","PMED4_12251_mRNA","prsA_mRNA","cad_mRNA","psbP_mRNA","srmB_mRNA","pdxJ_mRNA","PMED4_12571_mRNA","PMED4_12591_mRNA","pntB_mRNA","pntA_mRNA","PMED4_13161_mRNA","psbD_mRNA","psbC_mRNA","glyQ_mRNA","PMED4_13301_mRNA","PMED4_13311_mRNA","isiB_mRNA","sppA_mRNA","PMED4_13501_mRNA","PMED4_13521_mRNA","rpsN_mRNA","pnp_mRNA","PMED4_13651_mRNA","PMED4_13771_mRNA","PMED4_13781_mRNA","gmhA_mRNA","rfaE_mRNA","PMED4_13961_mRNA","PMED4_13971_mRNA","adhC_mRNA","PMED4_14001_mRNA","PMED4_14011_mRNA","hetA_mRNA","PMED4_14111_mRNA","PMED4_14121_mRNA","PMED4_14241_mRNA","argF_mRNA","PMED4_14301_mRNA","pheS_mRNA","phoH_mRNA","ffh_mRNA","PMED4_14531_mRNA","trpC_mRNA","lpd_mRNA","ftsZ_mRNA","panB_mRNA","PMED4_14801_mRNA","PMED4_14811_mRNA","ilvC_mRNA","himA_mRNA","PMED4_14941_mRNA","PMED4_14981_mRNA","pepB_mRNA","lpxA_mRNA","fabZ_mRNA","PMED4_15061_mRNA","nblS_mRNA","rpmA_mRNA","PMED4_15181_mRNA","serA_mRNA","PMED4_16171_mRNA","pyrR_mRNA","groEL_mRNA","groES_mRNA","atpD_mRNA","atpC_e_mRNA","atpA_mRNA","atpH_mRNA","atpG_mRNA","atpE_mRNA","glnB_mRNA","BioA_mRNA","PMED4_16891_mRNA","rpoC2_mRNA","rpoB_mRNA","rpsT_mRNA","nusA_mRNA","PMED4_17101_mRNA","rne_mRNA","rpsJ_mRNA","fusA_mRNA","rpsL_mRNA","gltB_mRNA","psaL_mRNA","psaB_mRNA","psaA_mRNA","rplQ_mRNA","rpoA_mRNA","rpsK_mRNA","rpsM_mRNA","adk_mRNA","rplO_mRNA","rpsE_mRNA","rplF_mRNA","rpsH_mRNA","rplE_mRNA","rpsQ_mRNA","rplP_mRNA","rplV_mRNA","rpsS_mRNA","rplB_mRNA","rplC_mRNA","recA_mRNA","PMED4_17781_mRNA","rnd_mRNA","icd_mRNA","glgP_mRNA","psaC_mRNA","acpP_mRNA","tktA_mRNA","thiC_mRNA","lysS_mRNA","PMED4_18291_mRNA","mreB_mRNA","ssb_mRNA","sam1_mRNA","mgtE_mRNA","gyrB_mRNA","secA_mRNA","PMED4_18601_mRNA","PMED4_18621_mRNA","asd_mRNA","tig_mRNA","clpP2_mRNA","clpX_mRNA","rplT_mRNA","sqdB_mRNA","dnaB_mRNA","aspS_mRNA","aroE_mRNA","argG_mRNA","uvrA_mRNA","PMED4_19261_mRNA","thrC_mRNA"
"T0",0.171035714,-0.008028571,NA,0.003814286,-0.141164286,-0.061392857,-0.313278571,0.128392857,NA,NA,-0.118064286,0.065978571,NA,0.111585714,NA,0.426935714,-0.698928571,-0.055421429,NA,-0.042607143,NA,-0.282178571,-0.108307143,NA,0.00175,0.585142857,0.053285714,NA,-0.000528571,NA,NA,-0.050528571,0.014485714,-0.041935714,-0.058321429,0.065792857,-0.03135,0.033107143,2.05775,NA,-0.050471429,0.285071429,-0.08935,NA,0.127235714,-0.001692857,0.014678571,-0.13335,-0.457114286,0.003735714,-0.065535714,NA,0.063035714,NA,NA,-0.1652,0.108407143,NA,0.132821429,-0.377557143,NA,-0.19845,-0.448585714,NA,0.001078571,-0.490471429,1.352521429,0.861578571,0.042571429,0.047571429,-0.047014286,0.08955,0.320842857,-0.146457143,-0.403185714,NA,0.187907143,-0.092114286,NA,0.013135714,-0.028314286,0.039192857,NA,0.11705,-0.239792857,NA,0.015428571,NA,0.302185714,-0.069278571,0.17555,0.145728571,NA,0.320628571,0.433114286,0.406835714,-0.108921429,-0.242742857,-0.088807143,-0.221728571,NA,NA,-0.694971429,-0.1837,NA,NA,-0.557135714,0.072364286,-0.0183,0.486971429,-0.1909,0.646685714,0.109,-0.040821429,NA,NA,0.079585714,-0.087707143,0.065414286,0.00565,-0.016621429,0.053685714,-0.02155,0.035242857,NA,-0.004592857,-0.44395,-0.097621429,0.032678571,-0.108471429,NA,-0.138764286,-0.192128571,0.102514286,0.015857143,0.122,0.059442857,-0.190107143,NA,-1.1483,NA,-0.103492857,0.006935714,NA,0.096735714,-0.16685,NA,-0.038178571,0.006007143,0.631464286,0.109578571,NA,0.041814286,NA,-0.037185714,-0.118828571,0.166957143,-0.046321429,-0.082607143,-0.005157143,NA,NA,NA,0.611371429,NA,-0.4377,NA,0.683971429,NA,0.087842857,-0.101664286,0.009328571,-0.082721429,0.245864286,0.155871429,-0.082564286,0.232085714,0.083121429,NA,-0.024207143,NA,NA,1.02545,NA,0.131407143,-0.260164286,NA,0.0561,NA,0.092221429,0.127185714,-0.141235714,-1.195914286,NA,-0.312428571,0.157407143,-0.352921429,NA,NA,-0.069635714,-1.315207143,NA,-0.400814286,0.285271429,NA,NA,-0.0158,0.046671429,NA,-0.07,NA,-0.237357143,-0.089828571,NA,0.559985714,-0.037128571,NA,NA,-0.209328571,0.231435714,NA,NA,0.024742857,NA,0.164042857,0.092114286,-0.198835714,0.058635714,-0.093457143,NA,-0.005092857,-0.183392857,NA,0.02275,NA,-0.253571429,-0.085285714,-0.021885714,NA,-1.3566,0.072028571,-0.065335714,-0.031321429,0.230857143,-0.097885714,-0.148114286,-0.20975,NA,-0.115457143,0.506928571,-0.138614286,0.078878571,0.063692857,NA,0.106964286,-0.018164286,0.030514286,-0.024535714,-0.107021429,-0.8942,-0.406542857,-0.02025,-0.180928571,0.857085714,NA,0.079014286,NA,NA,NA,NA,0.240728571,0.082885714,NA,0.0375,NA,-0.036107143,0.184607143,NA,0.552692857,NA,-0.053621429,0.021642857,NA,0.1475,0.05525,0.000364286,0.423714286,-0.062328571,-0.018621429,NA,-0.107814286,0.004992857,1.318528571,0.0208,0.144878571,0.032878571,0.064857143,-0.034928571,-0.288407143,NA,-0.133321429,NA,NA,0.050785714,0.0029,-0.047935714,0.172807143,0.214357143,0.148628571,0.071692857,NA,0.071164286,-0.251654383,-0.409334086,-0.528397105,0.17015524,0.359110195,-0.120154606,-0.523024149,-0.817938347,-0.434514877,0.429826005,0.267626046,-0.551475573,-0.958676817,-0.709744287,0.09622096,-0.496447303,0.308984164,-0.247443856,1.027117524,0.343478811,0.778863391,-1.249622154,0.440353735,0.207444141,-0.630960106,0.053905474,-0.219494954,0.363373986,-0.038746689,-0.252713144,0.568986643,-0.451722838,1.316251337,0.677527133,0.300963192,-0.17916988,-1.257206531,0.1885974,-0.726618714,0.128874241,0.146631975,-0.198550869,-0.174497956,0.102613269,-0.725429924,-0.36069907,-0.769869965,-0.320238092,0.1668852,0.250915598,0.175128891,-0.408044504,-0.593272416,-0.567164671,-0.196951484,-0.137221814,0.893785906,-1.636157141,-0.94331272,-0.9800286,-0.005588683,-0.623063773,-1.164095474,0.12263916,0.23341269,0.000172441,-0.438078617,-0.705796171,-0.542223782,0.438070959,0.62142126,0.068982079,-0.383773647,0.259254142,-0.232250027,0.285921938,-0.813459982,-0.352858997,0.283573448,0.281935276,-0.66586633,-1.334248363,-0.03776576,0.3641021,0.239685469,0.232615552,0.777670944,0.19880131,-0.619885207,0.143269026,-0.507088263,0.374718002,-0.498400838,-0.622019294,-0.40953345,-0.579001137,-0.269388664,0.746664602,1.19032171,0.8119912,0.723591058,-2.170566903,-1.899243148,-0.247101309,0.586479744,-0.08202325,0.376460184,0.214066291,-0.831562105,0.562769884,-0.417217793,-1.265433143,-0.248559602,0.175697549,0.346545373,-0.033575224,0.332228136,0.624486116,-0.348523775,0.269950748,0.664479398,0.238579566,-0.860756406,0.217607366,1.068399966,0.256027963,0.383136305,0.377651478,-0.4768393,0.143773791,-0.386218554,0.895265879,0.078649393,0.665035111,0.071716922,-0.410016478,0.084229972,-0.671483016,0.374280261,-0.82618625,0.236971369,0.297679793,0.719684015,-0.052412828,0.049624427,-0.260818965,0.567854188,0.093501847,-0.762627838,0.078019332,0.049895139,-0.179359661,0.600315067,-0.423070868,0.182205663,0.337084059,-0.426690038,0.287391437,0.411978882,-1.077364855,0.784487887,0.231271103,-1.079882526,0.025405504,0.796019642,0.351599924,-0.355283138,-0.529038477,1.234822842,0.267823151,0.039504515,0.568370649,-0.574285233,0.109483325,0.189084087,0.070457369,0.199460701,-0.258935434,-0.039908199,-0.600034403,0.304499019,0.183986639,0.703350447,-0.445875632,0.381098543,-0.187803409,-0.839802034,-1.355690755,0.046127199,-0.546399628,-0.490665852,-0.047750826,-0.378421262,-0.807104868,-0.312112869,0.09609629,0.160010395,0.286348335,0.252210232,0.236768383,0.637724916,0.166384116,-1.386077287,0.527059445,0.567802188,0.153467999,0.508809665,-0.031467727,-0.008421054,-0.032423395,0.084099493,0.471823532,0.553472819,0.121480727,0.79955553,0.577715034,0.211183939,0.834638281,0.047983301,-0.491096292,0.080060747,0.081325308,-0.240432731,-0.439476253,-0.136725437,-0.674745385,0.301871163,-0.381413456,0.274743449,-0.075276769,-0.149830708,-0.032677405,-0.009111899,0.375299853,0.017804984,0.715734541,-0.232350353,0.167570878,0.044643289,-0.707525114,0.852735193,0.74544701,0.38166375,0.489732887,0.544813712,0.647130177,1.009810011,0.709716584,-0.169366698,0.066346437,-0.183157944,0.28273241,0.265580488,0.666254985,-0.158947566,0.260790104,0.702437377,0.906583337,0.625891965,0.510453739,-0.518884951,-0.324884305,-0.380690259,-0.6614856,0.480668399,0.608523102,0.566828777,0.614242312,0.578703266,0.672717062,0.369421068,0.376302433,0.481224786,0.615284974,0.786902231,0.708929701,0.668550106,1.191372542,0.685813536,0.883377398,-0.569651761,-0.891161636,-0.480549499,-0.284877709,-0.315486533,-0.561933435,0.179663711,0.440225731,-1.229717188,0.534565868,0.241880872,-0.207985818,-0.87064468,-0.469000014,-0.208108164,-0.573876034,0.162710546,-1.01573404,0.040115666,0.499901103,0.614993244,-0.67942962,-0.94875668,0.406186594,-0.070347502,-0.071420387,0.543044902,-0.230617839,0.056839768,-0.111980725,0.341882582,0.51369243
"T2",-0.110164286,-0.132628571,0.146528571,0.125714286,-0.013864286,-0.198992857,0.741621429,-0.207307143,NA,NA,-0.091864286,0.023178571,-0.185614286,-0.158914286,0.075407143,-0.418164286,-0.284428571,-0.022821429,-0.934585714,NA,-0.066435714,-0.370078571,-0.015807143,0.150964286,0.64155,0.152142857,0.061785714,-0.069535714,-0.064928571,0.893978571,NA,-0.164028571,0.104585714,-0.075035714,0.188778571,-0.014607143,-0.10125,0.298607143,0.62365,1.122135714,NA,-0.044928571,-0.18895,-0.095064286,0.133735714,0.173207143,-0.019521429,0.10235,-0.272514286,NA,-0.086535714,0.050635714,NA,NA,NA,-0.0619,0.034607143,NA,-0.454078571,-0.205657143,-0.045357143,-0.02735,-1.437585714,NA,0.015178571,0.985328571,NA,0.880678571,-0.171628571,0.069371429,0.075585714,0.00745,-0.150357143,-0.110957143,1.764414286,0.014742857,NA,0.024885714,NA,0.202635714,NA,-0.012607143,NA,0.44325,NA,0.027871429,0.316328571,0.24,0.211285714,0.157021429,-0.04735,-0.085271429,-0.158671429,0.633528571,0.444414286,0.045135714,-0.155221429,-0.048742857,-0.182307143,-0.116428571,-0.015435714,-0.399457143,NA,-0.2142,-0.353928571,0.429028571,0.268864286,-0.088835714,-0.1815,0.040171429,-0.0199,0.186785714,-0.1177,-0.117021429,0.006464286,0.040871429,0.097585714,-0.022807143,0.024914286,-0.08745,0.063478571,-0.080414286,0.26045,-0.039357143,-0.31705,-0.164392857,-0.22495,-0.146121429,0.370778571,-0.249271429,0.074935714,-0.072364286,-0.061528571,-0.500585714,-0.073942857,-0.0519,NA,-0.245107143,0.103992857,-0.1711,-0.458085714,0.017607143,0.048535714,-0.135714286,0.048935714,-0.18635,NA,-0.035778571,-0.012892857,0.039164286,-0.084021429,0.017828571,-0.019585714,0.07615,-0.085285714,0.031871429,-0.066842857,-0.031921429,NA,-0.050157143,0.115735714,NA,-0.122842857,-0.342328571,-0.068642857,-0.1418,NA,0.917771429,-0.332971429,0.152842857,NA,-0.177671429,-0.131721429,-0.149435714,-0.119428571,NA,0.048985714,0.077721429,-0.280692857,NA,0.774485714,0.102014286,0.97535,NA,-0.027292857,-0.251164286,0.355185714,-0.0526,NA,0.226821429,0.044285714,NA,0.175085714,-0.166621429,0.166271429,-0.063292857,NA,NA,NA,-0.027435714,1.867992857,-0.34505,-0.203614286,0.145971429,NA,NA,-0.1208,-0.258928571,-0.355978571,NA,0.085071429,-0.100857143,-0.060128571,-0.075478571,-0.590914286,-0.210328571,NA,0.174571429,0.072371429,-0.046364286,0.133178571,-0.032407143,-0.021357143,NA,-0.142057143,0.113114286,-0.057135714,0.000935714,NA,-0.12735,0.226907143,-0.005692857,NA,0.06715,NA,1.356228571,-0.138985714,-0.244685714,0.021171429,0.1618,0.093328571,-0.023935714,-0.039221429,-0.147042857,-0.090485714,-0.070714286,0.18025,NA,NA,0.811128571,0.131985714,0.009778571,0.027992857,NA,0.002564286,1.178235714,0.169114286,-0.006935714,0.026978571,NA,0.081757143,0.14795,0.141571429,0.234185714,NA,-0.051285714,0.116707143,-0.038785714,NA,-0.045842857,0.401628571,0.076285714,NA,0.0828,-0.038114286,NA,NA,0.020071429,NA,0.149842857,-0.448421429,0.030442857,0.390535714,-0.2576,-0.01745,-0.032535714,NA,-0.126328571,NA,NA,-0.030314286,0.030892857,NA,0.0653,0.200578571,-0.006521429,-0.178242857,-0.327328571,0.223092857,0.022964286,0.040678571,0.00165,NA,NA,-0.0477,-0.341635714,0.045507143,NA,0.377428571,-0.130807143,0.134928571,0.028364286,-0.586966582,-0.571795181,-0.33296622,0.266042278,0.495567967,-0.003202919,-1.23095963,-0.558165984,-0.649944185,0.063861708,0.232664862,-0.089620786,-0.780412573,-0.790984646,0.155904614,-0.523349781,-0.723679656,-0.671311623,0.487968971,0.399271315,0.629905241,-0.797565576,0.623182917,0.34915003,-0.704576644,0.15004585,-0.63149501,0.117610919,-0.069344306,-0.21685861,0.631166722,0.393536179,1.31886487,0.735893003,0.177246591,-0.929195291,-1.031064799,0.134340453,-0.30461919,-0.160375394,0.300103524,0.253797787,0.18563388,-0.005922891,-0.802174955,-0.966224378,-0.672171863,-0.872521427,0.453025989,0.255741662,0.261077643,-0.05670255,-0.022748326,-0.344747379,-0.097140216,-0.263960341,1.001712787,-1.508569423,-1.453892121,-0.61636063,0.155726342,-0.395964931,-0.860541419,0.321451868,-1.027647111,-0.536800633,-0.709666612,-1.272959099,-0.916741633,0.117514724,0.48780976,-0.516974364,-0.653798505,0.325321444,-0.058275729,0.626222478,-0.680165982,-0.390050644,0.176427403,0.322438219,-0.533377436,-0.915021033,0.165401724,0.14866494,0.270073998,0.441457207,0.413762112,0.389822553,-1.373282864,-0.215224093,-0.74957772,0.081785368,-0.380122949,-0.513898135,-0.407035275,-0.890240703,0.938463241,1.563030937,1.617753889,1.461162133,0.565763509,-1.665499157,-2.105074576,0.480400692,0.669483529,0.099275054,0.033553333,0.365239138,-0.483246979,0.63484966,-0.017908242,-1.657825355,0.008302678,0.171947348,0.552333347,0.127959825,-0.020809987,0.616750596,-0.113074665,0.447584576,0.687685339,-0.134482601,-0.80333533,0.198190251,0.779332456,0.411899177,0.576636225,0.416424493,-0.638343611,0.155239223,-0.85508324,0.937812021,0.321250236,0.605840789,0.110717696,-0.361391779,0.388025098,-0.100040488,0.233049948,-0.251542614,0.712815887,0.125685309,0.639598061,-0.104562133,-0.036209324,-0.507631039,-0.208762105,-0.260665254,-0.572863441,-0.294558978,0.49745682,-0.301782486,0.474988197,-0.077816245,0.392625062,0.102446216,-0.683832527,0.502740303,0.503107858,-0.728195577,0.742154301,-0.074924928,-1.363083861,-0.456051723,1.124996938,-0.418482072,1.215057457,-0.252861478,1.545361823,-0.122689678,0.355688261,0.464362262,-0.034283162,-0.203892552,-0.113127279,0.057207126,-0.476201463,-0.247141391,0.019861929,-0.64233476,-0.186260838,0.226508641,0.239548257,-0.441813861,0.435749578,-0.096452946,-0.949444131,-1.231552694,-0.006629835,-0.174645672,-0.069034621,-0.137063763,-0.841154251,-0.757078134,-0.26080082,-0.451103107,0.604200271,0.379654995,0.494948026,0.243412231,0.657818729,0.047189572,-0.383998173,0.444493437,0.44775673,0.236524855,0.642164881,0.389602454,0.335756223,0.204469459,-0.346397665,0.576841372,0.538803308,-0.466141585,1.071064937,0.524364412,0.441141963,1.163211387,-0.05991997,-0.877386382,0.227311571,0.314000148,-1.145539036,-0.325847776,-0.299301868,-0.171787719,0.002972322,-1.131341732,0.222153693,0.158449905,-0.57829499,-0.055061629,0.076980758,0.084291326,0.285435201,0.547371443,-0.004126776,-0.802652756,-0.141159056,-0.459112613,0.489116526,0.535088426,0.49427887,1.081048434,0.732678383,0.986952496,1.375713609,1.237095869,-0.158910499,-0.64346153,-0.05020463,-0.154277726,-0.04021755,0.577382975,-0.312018272,-0.096258904,0.357216765,0.841123478,0.636847832,0.525910754,-0.660363136,-0.18685809,-0.05306342,-0.340864516,0.481739677,0.379175814,0.978759263,0.440296859,0.893164686,0.581151171,0.40089429,0.297219535,0.39361103,0.545340081,0.186386693,0.427208527,0.817360432,1.049981635,0.558494232,0.514042657,-0.936598048,-1.021771053,-0.369640523,-1.353292432,-0.777467225,-0.232173716,0.288853658,0.584634808,-1.406108872,0.338471134,0.376776044,-0.553529493,-1.325397648,-0.385189927,-0.247451767,-0.762129802,0.119747243,-0.874468689,-0.280039604,0.490024556,0.366172092,-0.115529984,-0.995371796,0.401219082,0.207864287,0.090947187,0.536223818,0.011535669,-0.405797624,-0.240803692,0.371719948,-0.014682425
